company_id,company_name,tanggal_pembukaan_instansi,rekening_induk,total_trx,total_amount,tx_month,tx_year,fee_bjbs_total_amount,fee_bjbs_total_rek_ia,fee_bjbs_per_tx,fee_institusi_total_amount,fee_institusi_total_rek_ia,fee_institusi_per_tx,fee_3rd_party_total_amount,fee_3rd_party_total_rek_ia,fee_3rd_party_per_tx
124,SDIT Al Iman Depok,5/5/2020 7:40:34 am,5050102002781,1,256000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
126,SMP KHALIFAH Serang,5/6/2020 2:24:53 am,0050206036930,33,27270000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
129,Yayasan Pendidikan Islam Bintang Cipta Madani,5/28/2020 3:16:03 am,5250102001200,311,277359000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
130,YAYASAN DARUT TAQWA INSAN KAMIL,6/5/2020 3:02:47 am,5190102001873,1,635000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
131,SD ISLAM AL AMAL,6/16/2020 9:12:02 am,5230102000451,4,900000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
132,STAI Bani Saleh,6/24/2020 1:34:07 am,5340102000171,8,5231500,MAY      ,2022,2428000,534194260070001360,2000,0,N/A,0,2927000,0080102033620,2500
134,TK Al Hikmah Bina Mulya,7/2/2020 7:40:33 am,5490102000515,25,7646500,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
135,SD Al Quran Bina Mulya,7/2/2020 7:41:47 am,5490102000515,74,24369003,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
136,SMP Boarding Bina Mulya,7/2/2020 7:42:54 am,5490102000515,29,27851000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
138,Ponpes Tahfidz Adh Dhuha,7/8/2020 2:21:58 am,5240101001170,88,108637500,MAY      ,2022,706500,524194260070002360,500,0,N/A,0,1162500,0080102033620,1000
139,Paud Dhuhaa Islamic School,7/8/2020 2:55:06 am,5240101001155,26,19061500,MAY      ,2022,478500,524194260070002360,500,0,N/A,0,605500,0080102033620,1000
140,SD DHUHAA ISLAMIC SCHOOL,7/8/2020 3:21:21 am,5240101001166,65,74928650,MAY      ,2022,665500,524194260070002360,500,0,N/A,0,1284500,0080102033620,1000
143,STHG Tasikmalaya S1,7/9/2020 7:17:55 am,0020102002620,13,32838500,MAY      ,2022,3903000,002194260070001360,2000,0,N/A,0,4981000,0080102033620,2500
144,SEKOLAH TINGGI ILMU DAKWAH (STID) SIRNARASA,7/10/2020 1:56:03 am,7030102000692,8,6336000,MAY      ,2022,1644500,703194260070001360,2000,0,N/A,0,1532500,0080102033620,2500
146,STIT Al - Marhalah Al - Ulya,7/13/2020 1:15:23 am,0060102071304,40,95350500,MAY      ,2022,3068500,006194260070001360,2000,0,N/A,0,2718500,0080102033620,2500
147,HSSN PIRAMIDA BOGOR,7/15/2020 2:01:42 am,0040102001497,12,18671000,MAY      ,2022,416000,004194260070002360,1000,0,N/A,0,416000,0080102033620,1000
148,Pondok Pesantren Darul Ikhlas,7/15/2020 2:08:23 am,5410101001060,2,3950000,MAY      ,2022,38000,541194260070002360,500,0,N/A,0,76000,0080102033620,1000
153,STIT Hidayatunnajah,7/17/2020 1:45:31 am,5150102000766,21,56640000,MAY      ,2022,1072000,515194260070001360,2000,0,N/A,0,1335500,0080102033620,2500
154,YAPI STEBANK ISLAM,7/17/2020 2:38:17 am,5270102000894,5,2928000,MAY      ,2022,1142500,527194260070001360,2000,0,N/A,0,1382000,0080102033620,2500
155,TK Binakheir Cibinong,7/17/2020 6:40:23 am,5260206012574,47,40825000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
157,PGTK Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:37:31 am,0040102005350,30,22537250,MAY      ,2022,484000,004194260070002360,500,0,N/A,0,623000,0080102033620,1000
159,SD Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:50:30 am,0040102005466,108,100339000,MAY      ,2022,2117000,004194260070002360,500,0,N/A,0,3569500,0080102033620,1000
160,SMP Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:52:00 am,0040102005338,62,86783250,MAY      ,2022,1031000,004194260070002360,500,0,N/A,0,1339000,0080102033620,1000
164,SDIT Al - Fikri,7/27/2020 3:35:16 am,5410206003300,539,156027000,MAY      ,2022,5910000,541194260070002360,500,0,N/A,0,6120000,0080102033620,1000
168,SEKOLAH TINGGI AGAMA ISLAM (STAI) AL FALAH CICALENGKA BANDUNG,7/30/2020 9:14:55 am,5170102000541,34,35040500,MAY      ,2022,9238500,517194260070001360,2000,0,N/A,0,10764000,0080102033620,2500
171,SEKOLAH TINGGI AGAMA ISLAM (STAI) AL-HIDAYAH BOGOR,8/4/2020 3:24:23 am,0040102001916,25,33347500,MAY      ,2022,1183000,004194260070001360,2000,0,N/A,0,1454000,0080102033620,2500
173,MI ANDALAN,8/6/2020 1:27:18 am,7030102000110,311,160366111,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
174,Yayasan BANI SALEH Bekasi,8/6/2020 7:52:05 am,5340102000168,93,85977775,MAY      ,2022,6206500,534194260070001360,2000,0,N/A,0,7451000,0080102033620,2500
183,STIKES MAHARDIKA,8/18/2020 10:14:46 am,0030101006891,14,26613500,MAY      ,2022,688000,003194260070001360,2000,0,N/A,0,743000,0080102033620,2500
184,Yayasan Ath - Thayyibah,8/19/2020 3:21:22 am,5410102000476,342,211286000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
186,TKIT Bunga Bangsa,8/19/2020 4:26:03 am,0060102071665,45,27600000,MAY      ,2022,500,006194260070002360,500,0,N/A,0,1000,0080102033620,1000
195,Yayasan Pesantren Al Quran Darul Khoir (saquin),8/26/2020 9:08:27 am,0040206031902,19,5538000,MAY      ,2022,394000,004194260070002360,500,375000,0040206031902,500,429000,0080102033620,1000
196,YPPU NURUL FIKRI DEPOK,8/26/2020 9:24:46 am,5050102002170,1113,2398884001,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
206,Sekolah Tinggi Ilmu Syariah NU,9/17/2020 6:59:17 am,5030102000960,12,4991500,MAY      ,2022,3239000,503194260070001360,2000,0,N/A,0,3934000,0080102033620,2500
210,SMK FARMASI YPIB,9/29/2020 4:11:50 am,7010101004060,72,30954000,MAY      ,2022,2414000,701194260070002360,500,0,N/A,0,2526000,0080102033620,1000
210,SMK FARMASI YPIB,9/29/2020 4:11:50 am,7010101004060,72,30954000,MAY      ,2022,2414000,701194260070002360,500,0,N/A,0,4678000,7010101004060,1500
228,YAYASAN GEMA BUDI ASSHOFARI (GISPI),10/5/2020 2:02:11 am,5190102001884,27,23518000,MAY      ,2022,1018000,519194260070002360,500,0,N/A,0,1329500,0080102033620,1000
228,YAYASAN GEMA BUDI ASSHOFARI (GISPI),10/5/2020 2:02:11 am,5190102001884,27,23518000,MAY      ,2022,1018000,519194260070002360,500,0,N/A,0,1537500,5190102001884,1000
236,YAYASAN PENDIDIKAN CIKAL CENDEKIA UNGGUL,11/3/2020 3:15:36 am,5240101000688,338,188896000,MAY      ,2022,2542500,524194260070002360,500,0,N/A,0,5050500,0080102033620,1000
240,SD Smart Auladi,11/4/2020 4:14:30 am,0030102002101,186,321496000,MAY      ,2022,0,N/A,0,0,N/A,0,1000,0080102033620,500
242,YPPU AIMS ALFATH TK,11/4/2020 9:23:11 am,5260102000758,3,3400000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
247,Universitas Cipasung Tasikmalaya,11/18/2020 4:06:20 am,5160102003333,127,125814000,MAY      ,2022,1617500,516194260070001360,4500,0,N/A,0,4151500,0080102033620,2500
252,INSTITUT AGAMA ISLAM SAHID BOGOR (INAIS),12/1/2020 10:00:01 am,5360102000282,37,34339750,MAY      ,2022,6697500,536194260070001360,1000,0,N/A,0,8391000,0080102033620,2500
254,STAI Darul Falah,12/7/2020 1:28:18 pm,5490102001020,44,29756500,MAY      ,2022,1946000,549194260070001360,2000,0,N/A,0,2432500,0080102033620,2500
257,SMK Global Mulia,12/15/2020 9:04:07 am,5300101000769,452,458020500,MAY      ,2022,5356500,530194260070002360,500,5316500,5300101000769,500,10593000,0080102033620,1000
258,SD Islam Insan Taqwa,12/15/2020 9:45:01 am,5410201016150,235,201369516,MAY      ,2022,500,541194260070002360,500,0,N/A,0,1000,0080102033620,1000
259,STEBI Global Mulia,12/15/2020 2:33:30 pm,5300101000771,106,60444500,MAY      ,2022,9791500,530194260070001360,2000,0,N/A,0,11385500,0080102033620,2500
261,UNIVERSITAS INSAN CENDIKIA MANDIRI (uicm) Bandung,12/22/2020 8:35:23 am,7070102000054,65,99306500,MAY      ,2022,4148000,707194260070001360,2000,0,N/A,0,4789000,0080102033620,2500
263,Yayasan Khalifa Insan Madani Sejahtera Satu,1/12/2021 11:13:55 am,5240102001001,184,513105700,MAY      ,2022,500,524194260070002360,500,0,N/A,0,1000,0080102033620,1000
265,Yayasan Al - Muhajirin,1/25/2021 9:26:32 am,5410102000166,332,500220000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
266,YPPU ALFATH,1/25/2021 1:24:46 pm,5260102000940,37,20090000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
268,UIN Sunan Gunung Djati S1,2/1/2021 3:01:02 pm,7070109000032,692,2218821650,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
269,YPI AR ROHMAN CIBINONG BOGOR,2/2/2021 9:32:12 am,0040102002143,407,828601850,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
273,SIT Fitrah Hanniah,2/4/2021 10:56:45 am,5300102000196,1159,997811010,MAY      ,2022,4800,530194260070002360,200,0,N/A,0,24000,0080102033620,1000
275,PT MIKRO KAPITAL INDONESIA,2/15/2021 4:51:24 pm,0070102100073,10,10787331897,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
276,DIP SD Khalifah Serang,2/17/2021 1:24:54 pm,0050206036926,26,80250000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
277,STIT INSAN KAMIL BOGOR,2/22/2021 2:19:51 pm,0040102002234,7,5454000,MAY      ,2022,437500,004194260070001360,2000,0,N/A,0,539000,0080102033620,2500
279,STIE Bisnis Internasional Indonesia,3/9/2021 4:16:04 pm,5300102001272,3,1207000,MAY      ,2022,268000,530194260070001360,1000,0,N/A,0,418000,0080102033620,2500
281,SMK INFOKOM BOGOR,3/15/2021 10:40:38 am,5260201006281,377,167806021,MAY      ,2022,5640500,526194260070002360,500,8750500,5260201006281,1000,7829000,0080102033620,1000
287,Yayasan Daarul Quran Indonesia 4,3/17/2021 5:36:21 pm,0070102100040,4,6878000,MAY      ,2022,225000,007194260070003360,2000,0,N/A,0,0,N/A,0
288,Pondok Pesantren Sumber Barokah,4/5/2021 11:14:37 am,5150102000626,26,39849237,MAY      ,2022,447000,515194260070003360,1500,0,N/A,0,0,N/A,0
290,YAYASAN IPWIJA,4/7/2021 10:29:09 am,5360102000363,983,1067286500,MAY      ,2022,21290000,536194260070004360,1000,0,N/A,0,0,N/A,0
291,NURUL FIKRI BINA GENERASI (NFBG),4/8/2021 9:29:06 am,5050102002092,450,2159350000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
293,CV. HAITEK,4/27/2021 9:26:32 am,0080102033620,3,4118000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
294,PT. CITRA NUSANTARA GEMILANG,4/29/2021 11:28:27 am,0040102002349,52,1197438334,MAY      ,2022,2158000,004194260070004360,2000,0,N/A,0,0,N/A,0
297,SDIT Bina Lestari,5/11/2021 11:27:42 am,5140102000401,11,46769500,MAY      ,2022,715500,514194260070002360,500,0,N/A,0,1407000,0080102033620,1000
299,SDIT AL BARKAH DEPOK,5/21/2021 9:30:10 am,5050102000605,17,16710000,MAY      ,2022,372500,505194260070002360,500,0,N/A,0,635500,0080102033620,1000
300,Yayasan Amal Mulia Depok,5/21/2021 10:33:44 am,5050102000851,455,426031250,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
303,DUKhalifah2021,6/10/2021 8:46:16 am,0050206036941,9,11095000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
313,Yayasan Insan Madani Sejahtera,6/22/2021 2:54:45 pm,5240102000900,131,277659250,MAY      ,2022,500,524194260070002360,500,0,N/A,0,1000,0080102033620,1000
317,PENDIDIKAN TINGGI IDRISIYYAH TASIKMALAYA,7/12/2021 2:45:29 pm,5160102003545,9,2286000,MAY      ,2022,224000,516194260070001360,2000,0,N/A,0,280000,0080102033620,2500
322,SD Islam Ar Riyadh Insan Cendekia,8/5/2021 3:05:33 pm,5340101000171,98,83510000,MAY      ,2022,0,N/A,0,2595000,5340101000171,1500,0,N/A,0
323,SDI Terpadu Darul Hikam,8/5/2021 3:17:02 pm,5230206006981,135,85759500,MAY      ,2022,0,N/A,0,5167500,5230206006981,1500,0,N/A,0
327,YAYASAN CAHAYA INSAN MULIA DEPOK,8/24/2021 3:03:57 pm,5050102002584,171,151860000,MAY      ,2022,4431000,505194260070003360,1500,0,N/A,0,0,N/A,0
328,SDIT Bina Citra,9/8/2021 8:58:37 am,5140102000191,115,146256000,MAY      ,2022,5221500,514194260070003360,1500,0,N/A,0,0,N/A,0
329,STISNU NUSANTARA TANGERANG,9/20/2021 10:02:11 am,5040102001200,22,17316500,MAY      ,2022,1651000,515194260070001360,2000,110000,N/A,2000,2034500,0080102033620,2500
329,STISNU NUSANTARA TANGERANG,9/20/2021 10:02:11 am,5040102001200,22,17316500,MAY      ,2022,1651000,515194260070001360,2000,1526000,5040102001200,2000,2034500,0080102033620,2500
330,YAYASAN AL HIKMAH AL ALIYAH DEPOK,9/23/2021 9:45:09 am,5050102001543,183,81889000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
334,QURBAN VTI 2022,10/7/2021 11:30:11 am,0050206040592,18,133988000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
337,SEKOLAH TINGGI AGAMA ISLAM AL RUZHAN,10/27/2021 4:48:44 pm,0020102999464,1,154500,MAY      ,2022,12500,002194260070001360,2000,0,N/A,0,14500,0080102033620,2500
338,PONDOK PESANTREN AL AMIN,10/29/2021 7:56:43 am,5160206558113,229,290197500,MAY      ,2022,5986500,516194260070003360,1500,5986500,5160206558113,1500,0,N/A,0
341,YAYASAN TUHFATUL ATHFAL,11/1/2021 12:02:15 pm,5200206889883,92,47936500,MAY      ,2022,2374500,520194260070003360,1000,1236000,5200206889883,500,0,N/A,0
342,STAI SILIWANGI GARUT,11/3/2021 1:21:38 pm,5120102000597,23,7003500,MAY      ,2022,289000,512194260070001360,2000,0,N/A,0,359000,0080102033620,2500
346,STID AL BIRUNI CIREBON,12/1/2021 1:42:20 pm,5440102000616,66,23252900,MAY      ,2022,2441000,544194260070001360,2000,0,N/A,0,3049000,0080102033620,2500
358,YAYASAN ASSYAAFI'IYYAH (YASFI),12/23/2021 8:58:24 am,5200206889765,102,87971000,MAY      ,2022,1535000,514194260070003360,1000,2818000,5200206889765,2000,0,N/A,0
362,DIVISI DANA KORPORASI & INSTITUSI (INSBANK),1/12/2022 8:46:42 am,0080301011606,1,500000,MAY      ,2022,12000,008194260070004360,2000,3000,0080301011606,500,0,N/A,0
363,SEKOLAH TINGGI AGAMA ISLAM AL ITTIHAD,1/26/2022 5:54:47 pm,5030102000997,13,12950000,MAY      ,2022,706500,503194260070001360,2000,180500,5030102000997,500,883000,0080102033620,2500
365,PT. Wahana Transformasi Digital Indonesia,1/28/2022 10:38:15 am,0040102002491,1,10000,MAY      ,2022,48000,004194260070004360,2000,0,N/A,0,0,N/A,0
374,YAYASAN BINA INSANI,3/28/2022 9:49:44 am,5090102000900,1,1080000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
376,KOMITE SMK NEGERI 6 BEKASI,3/29/2022 10:45:00 am,0060102071223,31,9420000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
378,YAYASAN QOBASAT ANNUR,3/29/2022 1:27:28 pm,5140101000061,501,664726300,MAY      ,2022,3819500,514194260070003360,1500,2550500,5140101000061,1000,0,N/A,0
381,SDIT BINA LESTARI,4/4/2022 8:54:28 am,5140102000401,793,718864500,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
382,SMPIT Bina Citra,4/4/2022 11:35:43 am,5140102000191,24,25200000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
383,INSTITUT AGAMA ISLAM DARUSSALAM (IAID),4/4/2022 12:39:46 pm,7030102509135,6,91500,MAY      ,2022,30000,703194260070001360,2000,7500,7030102509135,500,37500,0080102033620,2500
384,SDIT CITRA INSANI,4/6/2022 3:18:42 pm,5140102000191,212,247720000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
385,Masjid Baiturrahim,4/6/2022 4:57:43 pm,5250206016613,4,3250000,MAY      ,2022,0,N/A,0,0,N/A,0,0,N/A,0
60,Universitas Nusa Bangsa,2/1/2019 4:58:37 pm,0040102001205,121,250329500,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
78,YAYASAN AL KAUTSAR KLAPANUNGGAL CIBUBUR,8/6/2019 7:18:00 am,5370102001003,300,127390500,APRIL    ,2022,500,537194260070002360,500,500,5370102001003,500,1000,0080102033620,1000
97,SD Islam Khalifah Serang,12/2/2019 2:19:45 am,0050301032556,472,267705008,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
104,UIN Sunan Gunung Djati Pasca,1/28/2020 5:05:58 am,7070109000080,86,218975000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
108,Yayasan Darul Izzah Depok,2/17/2020 2:37:50 am,5050102002006,96,90455000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
120,TK Plus Al Kautsar Kopo,4/29/2020 8:15:56 am,5320102000345,62,14225000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
124,SDIT Al Iman Depok,5/5/2020 7:40:34 am,5050102002781,1,512000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
126,SMP KHALIFAH Serang,5/6/2020 2:24:53 am,0050206036930,33,39770000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
129,Yayasan Pendidikan Islam Bintang Cipta Madani,5/28/2020 3:16:03 am,5250102001200,295,239012750,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
131,SD ISLAM AL AMAL,6/16/2020 9:12:02 am,5230102000451,8,2000004,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
132,STAI Bani Saleh,6/24/2020 1:34:07 am,5340102000171,28,16394000,APRIL    ,2022,2428000,534194260070001360,2000,0,N/A,0,2927000,0080102033620,2500
134,TK Al Hikmah Bina Mulya,7/2/2020 7:40:33 am,5490102000515,21,6205000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
135,SD Al Quran Bina Mulya,7/2/2020 7:41:47 am,5490102000515,78,27339000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
136,SMP Boarding Bina Mulya,7/2/2020 7:42:54 am,5490102000515,31,35751000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
138,Ponpes Tahfidz Adh Dhuha,7/8/2020 2:21:58 am,5240101001170,76,100912500,APRIL    ,2022,706500,524194260070002360,500,0,N/A,0,1162500,0080102033620,1000
139,Paud Dhuhaa Islamic School,7/8/2020 2:55:06 am,5240101001155,32,17890000,APRIL    ,2022,478500,524194260070002360,500,0,N/A,0,605500,0080102033620,1000
140,SD DHUHAA ISLAMIC SCHOOL,7/8/2020 3:21:21 am,5240101001166,24,30402000,APRIL    ,2022,665500,524194260070002360,500,0,N/A,0,1284500,0080102033620,1000
143,STHG Tasikmalaya S1,7/9/2020 7:17:55 am,0020102002620,142,262125750,APRIL    ,2022,3903000,002194260070001360,2000,0,N/A,0,4981000,0080102033620,2500
144,SEKOLAH TINGGI ILMU DAKWAH (STID) SIRNARASA,7/10/2020 1:56:03 am,7030102000692,5,2422500,APRIL    ,2022,1644500,703194260070001360,2000,0,N/A,0,1532500,0080102033620,2500
146,STIT Al - Marhalah Al - Ulya,7/13/2020 1:15:23 am,0060102071304,18,49175000,APRIL    ,2022,3068500,006194260070001360,2000,0,N/A,0,2718500,0080102033620,2500
147,HSSN PIRAMIDA BOGOR,7/15/2020 2:01:42 am,0040102001497,10,15678000,APRIL    ,2022,416000,004194260070002360,1000,0,N/A,0,416000,0080102033620,1000
148,Pondok Pesantren Darul Ikhlas,7/15/2020 2:08:23 am,5410101001060,1,1200000,APRIL    ,2022,38000,541194260070002360,500,0,N/A,0,76000,0080102033620,1000
153,STIT Hidayatunnajah,7/17/2020 1:45:31 am,5150102000766,16,25563000,APRIL    ,2022,1072000,515194260070001360,2000,0,N/A,0,1335500,0080102033620,2500
154,YAPI STEBANK ISLAM,7/17/2020 2:38:17 am,5270102000894,11,12792000,APRIL    ,2022,1142500,527194260070001360,2000,0,N/A,0,1382000,0080102033620,2500
155,TK Binakheir Cibinong,7/17/2020 6:40:23 am,5260206012574,36,23535000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
157,PGTK Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:37:31 am,0040102005350,29,21212500,APRIL    ,2022,484000,004194260070002360,500,0,N/A,0,623000,0080102033620,1000
159,SD Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:50:30 am,0040102005466,140,146463800,APRIL    ,2022,2117000,004194260070002360,500,0,N/A,0,3569500,0080102033620,1000
160,SMP Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:52:00 am,0040102005338,58,49802500,APRIL    ,2022,1031000,004194260070002360,500,0,N/A,0,1339000,0080102033620,1000
164,SDIT Al - Fikri,7/27/2020 3:35:16 am,5410206003300,465,132551250,APRIL    ,2022,5910000,541194260070002360,500,0,N/A,0,6120000,0080102033620,1000
168,SEKOLAH TINGGI AGAMA ISLAM (STAI) AL FALAH CICALENGKA BANDUNG,7/30/2020 9:14:55 am,5170102000541,21,22105500,APRIL    ,2022,9238500,517194260070001360,2000,0,N/A,0,10764000,0080102033620,2500
171,SEKOLAH TINGGI AGAMA ISLAM (STAI) AL-HIDAYAH BOGOR,8/4/2020 3:24:23 am,0040102001916,29,42511000,APRIL    ,2022,1183000,004194260070001360,2000,0,N/A,0,1454000,0080102033620,2500
173,MI ANDALAN,8/6/2020 1:27:18 am,7030102000110,369,208255000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
174,Yayasan BANI SALEH Bekasi,8/6/2020 7:52:05 am,5340102000168,70,67790000,APRIL    ,2022,6206500,534194260070001360,2000,0,N/A,0,7451000,0080102033620,2500
183,STIKES MAHARDIKA,8/18/2020 10:14:46 am,0030101006891,25,50972500,APRIL    ,2022,688000,003194260070001360,2000,0,N/A,0,743000,0080102033620,2500
184,Yayasan Ath - Thayyibah,8/19/2020 3:21:22 am,5410102000476,265,220466000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
186,TKIT Bunga Bangsa,8/19/2020 4:26:03 am,0060102071665,50,32500000,APRIL    ,2022,500,006194260070002360,500,0,N/A,0,1000,0080102033620,1000
195,Yayasan Pesantren Al Quran Darul Khoir (saquin),8/26/2020 9:08:27 am,0040206031902,36,13924000,APRIL    ,2022,394000,004194260070002360,500,375000,0040206031902,500,429000,0080102033620,1000
196,YPPU NURUL FIKRI DEPOK,8/26/2020 9:24:46 am,5050102002170,1123,2490022549,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
206,Sekolah Tinggi Ilmu Syariah NU,9/17/2020 6:59:17 am,5030102000960,39,23613500,APRIL    ,2022,3239000,503194260070001360,2000,0,N/A,0,3934000,0080102033620,2500
210,SMK FARMASI YPIB,9/29/2020 4:11:50 am,7010101004060,107,82146000,APRIL    ,2022,2414000,701194260070002360,500,0,N/A,0,2526000,0080102033620,1000
210,SMK FARMASI YPIB,9/29/2020 4:11:50 am,7010101004060,107,82146000,APRIL    ,2022,2414000,701194260070002360,500,0,N/A,0,4678000,7010101004060,1500
228,YAYASAN GEMA BUDI ASSHOFARI (GISPI),10/5/2020 2:02:11 am,5190102001884,61,125906500,APRIL    ,2022,1018000,519194260070002360,500,0,N/A,0,1329500,0080102033620,1000
228,YAYASAN GEMA BUDI ASSHOFARI (GISPI),10/5/2020 2:02:11 am,5190102001884,61,125906500,APRIL    ,2022,1018000,519194260070002360,500,0,N/A,0,1537500,5190102001884,1000
236,YAYASAN PENDIDIKAN CIKAL CENDEKIA UNGGUL,11/3/2020 3:15:36 am,5240101000688,336,211780550,APRIL    ,2022,2542500,524194260070002360,500,0,N/A,0,5050500,0080102033620,1000
240,SD Smart Auladi,11/4/2020 4:14:30 am,0030102002101,144,254932250,APRIL    ,2022,0,N/A,0,0,N/A,0,1000,0080102033620,500
242,YPPU AIMS ALFATH TK,11/4/2020 9:23:11 am,5260102000758,14,27450000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
247,Universitas Cipasung Tasikmalaya,11/18/2020 4:06:20 am,5160102003333,118,108345750,APRIL    ,2022,1617500,516194260070001360,4500,0,N/A,0,4151500,0080102033620,2500
252,INSTITUT AGAMA ISLAM SAHID BOGOR (INAIS),12/1/2020 10:00:01 am,5360102000282,199,177785522,APRIL    ,2022,6697500,536194260070001360,1000,0,N/A,0,8391000,0080102033620,2500
254,STAI Darul Falah,12/7/2020 1:28:18 pm,5490102001020,40,34400000,APRIL    ,2022,1946000,549194260070001360,2000,0,N/A,0,2432500,0080102033620,2500
257,SMK Global Mulia,12/15/2020 9:04:07 am,5300101000769,421,270399500,APRIL    ,2022,5356500,530194260070002360,500,5316500,5300101000769,500,10593000,0080102033620,1000
258,SD Islam Insan Taqwa,12/15/2020 9:45:01 am,5410201016150,205,215093508,APRIL    ,2022,500,541194260070002360,500,0,N/A,0,1000,0080102033620,1000
259,STEBI Global Mulia,12/15/2020 2:33:30 pm,5300101000771,190,111827000,APRIL    ,2022,9791500,530194260070001360,2000,0,N/A,0,11385500,0080102033620,2500
261,UNIVERSITAS INSAN CENDIKIA MANDIRI (uicm) Bandung,12/22/2020 8:35:23 am,7070102000054,91,195392500,APRIL    ,2022,4148000,707194260070001360,2000,0,N/A,0,4789000,0080102033620,2500
263,Yayasan Khalifa Insan Madani Sejahtera Satu,1/12/2021 11:13:55 am,5240102001001,154,413111532,APRIL    ,2022,500,524194260070002360,500,0,N/A,0,1000,0080102033620,1000
265,Yayasan Al - Muhajirin,1/25/2021 9:26:32 am,5410102000166,420,403660000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
266,YPPU ALFATH,1/25/2021 1:24:46 pm,5260102000940,61,42450000,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
268,UIN Sunan Gunung Djati S1,2/1/2021 3:01:02 pm,7070109000032,626,1991467500,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
269,YPI AR ROHMAN CIBINONG BOGOR,2/2/2021 9:32:12 am,0040102002143,404,875342750,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
273,SIT Fitrah Hanniah,2/4/2021 10:56:45 am,5300102000196,757,676269500,APRIL    ,2022,4800,530194260070002360,200,0,N/A,0,24000,0080102033620,1000
275,PT MIKRO KAPITAL INDONESIA,2/15/2021 4:51:24 pm,0070102100073,19,14207490131,APRIL    ,2022,0,N/A,0,0,N/A,0,0,N/A,0
